"text","label","split"
"冰桶挑战好像中国响应最快的嘛，这一次的运动中国无声无息哦","0","train"
"也不需要一遍又一遍的解释啦，大家看法不同，个人观点不同很正常的","0","train"
"设了一个套，让东哥装。你来干嘛？你来就是喝酒快乐的。","0","train"
"“反色情”忽左忽右，我国红色风暴时代也反色情，米国极右时代也反色情","0","train"
"就爆料了一个事情，是真是假都不知道，就让我们猜…………","0","train"
"主要是宿舍大家低头不见抬头见的 不过还好 我们班大部分人都能接受 并且和我关系挺好的也不少 就是宿舍怪无奈的 还换不了","0","train"
"你现在不就是在回复我吗？还有哦，你开始说粗口了是吗？教你个新词汇：恼羞成怒，就是形容你这种没有实力还喜欢瞎撕逼的人，不收学费的。,厉害了！！我输了，你回复我的评论，竟然还可以反问我“是不是在和你说话”，你是连“回复”这个词的意思都不懂吗？现在的水军文凭要求有这么低？（顺带说一下，你前面几个问题我真心看不懂表意为何,厉害了，其实一般咱们都说“言论自由”，也不能怪你，这个词汇可能已经超过你的词汇量了。所以说你逻辑性极差，问题不是不容反驳，而是我有权说，而你没必要在我这里评论。注意，是没必要，不是“不能”，因为你和我讨论的是，我认为“你既然不同意我的观点，又何必来秀智商”,哦~自己可以过来评论别人的东西，却不肯别人在自己的微博上发表评论。你不止没有教养，还有被教育过，更没有脑子啊，小妹妹。你是不是有什么凄惨家庭遭遇？记得报警啊，如果你不是孤儿的话,你看看你说的话，词不达意，说的什么gui？哎，你九年义务教育完成了吗？娱乐话题评论低龄化真是可怕,卧槽····你这逻辑啊，gai强就要选笔笔？你pgone强也没选笔笔····我能理解他也弱吗？妹妹，多读书多思考，少撕逼少追剧。,你语文学得真好，肯定还修了文武学校的心理学专业。这都能推理我不客观？讲真，看到这里我后悔我竟然回了你那么多句，在sb的地盘里我没胜算，我认输,洗不白的啊，我套词一下，gai说的，没实力的人才怕改规则,小迷妹，你们偶像因为你们这种nc粉吃了太多黑了，就是因为你们这种无脑。没人说到内幕，我也只是就事论事觉得现场表现，vava唱得更赞，所以你们这种无脑喷，下次先把书读完好伐？,被个一开口就说人婊的婊喷婊，喷人技术严重抠脚","1","train"
"补充：强奸犯出狱后需至少佩戴20年电子脚铐。猥亵犯需每年向警方进行报备，至少持续10年。期间有犯，将严惩。","0","train"
"一个人骂还能想想 主要那些回复都在骂她 自己还觉得自己愣对 就一蹭热度大妈 无语","0","train"
"每天在网上热衷于和女权对线的无一例外都是男子大生（如有误伤对不起","1","train"
"那么多年了当然没证据啊 呵呵 女生上jtbc控告的时候这位是什么态度还不够清楚么","0","train"
"说个真实的，表妹那边的亲戚，女，现在大概30，父母患病，且父亲好堵，欠下很多债，有个哥哥大约初中毕业，无业。此女本科毕业进入银行颇受重用。然后挪用公款千万买彩票想着中大奖公款还回去还能还父债","0","train"
"伪女权：女孩子不要轻易和男人上床，这会让人觉得你很容易被得到","1","train"
"众所周知，伍迪艾伦现任妻子，是他前妻米拉法萝领养的女儿","0","train"
"嗯他就是反驳中的一个，留下的遗书里面还在说自己没有做过，活着的时候作孽死的时候还在作孽，恕我无法理解他的‘觉悟’","0","train"
"讲真 我觉得有些女性简直是毒药 没有屌 确是屌癌","1","train"
"嗯嗯，感觉从去年到现在最大的进步是取关了一些极端言论的大v，没那么有负面情绪了","0","train"
"子宫肌瘤又不是贬义词，你发这么大火干什么呢？又没骂你莎比～,子宫肌瘤是贬义词吗？不是。你是你🐎生产时多长出来的一坨子宫肌瘤，产科医生一看，可惜了，没👁️也没🧠。","1","train"
"iu呀，来了个十周年纪念单曲，，，，硬是被杠杠国民度搞成了大势回归","0","train"
"要人身攻击  可以， 看看你几斤几两  配说什么话。","1","train"
"对，你最漂亮，来屁股撅起来让尼哥插一下，满足你所有幻想，满足了？不够还有","0","train"
"顺便激进女权也不能代表女权群体。上来就说我女权所以我反婚是逻辑有问题。你爱反就反，跟女权有什么关系。,我有自己关于女权的知识体系啊。我的标准不来自微博上逻辑都不能自洽、连激进女权是什么都不知道就自称是激进女权的所谓“女权博主”啊","1","train"
"时代在进步 对过去那一套都是取其精华 弃其糟粕 您不会还活在旧社会 认为女子地位本就该低下吧？作为女子必须嫁为人妻 作为人妻必须生子 还要学会三从四德？那祝您能找到这样以夫为天的妻子呢 找不到可千万不能结婚","1","train"
"是的，因为我之前也有用过别人账号发布信息，我也曾把自己账号密码公布过，好多人都可以用我这账号发布信息。他们发出去的内容显示都是同一ID，但分别来自不同的人。吐槽鬼在那极力证实身份证信息是他本人，其实他应该是说，账号注册信息是应诉者本人，所以才经得起法院各种检验,有人要我删除我发的这条评论，说吐槽鬼就是女的。我之前说的吐槽鬼注册信息极有可能是拿他女朋友或女性亲属注册的信息，操作者本人男性无疑。虽然我没关注过他，但也经常看到他怼女权，直觉告诉我女的再怎么样不会说出他那种话。刚才一看，已经被好多人扒出他公司的法人代表都是他女友，我猜测属实","0","train"
"是的，不可能指望作为既得利益者的男性突然良心发现实现平权，如果我们不去主动争取的话那女性能有的权益只能是男权顾及脸面从指缝里给的施舍。,现在的男权社会说是自由选择其实大部分情况下都是单选题，社会环境哪有那么宽容，还有人想让孩子满十八岁以后自由选择跟谁姓， 然而就连很多成年女性都无法选择自己亲生孩子的冠姓权还指望孩子能自由选择，也是太理想主义了……,是的，女权也有很多类，我觉得恩和这样的虽然比较极端有时候的做法确实也无法让人完全认同，但也很重要因为她们算是前锋，现在这个社会就是会哭的孩子有奶吃，如果你不偏激就没人会注意到你的需求，光靠普通的发声太容易被忽略了，她们的发声虽然刺耳但是有效，更希望女性都能团结一致对外。,我也觉得，虽然恩和是有点偏激但是她一直这样啊，结果就刚好在发了跟papi有关的po以后被网暴还被举报到封号，而且帮着骂她的营销号也几乎都是papi那个公司的，所以怀疑是papi那边搞事也很正常吧。我是觉得人无完人，女权不代表就是道德标兵，大家都有缺点和优点，只有圣人才能符合完美的要求了。","1","train"
"罗琳阿姨真的太好了，她看了证据相信德普，给了他格林德沃的角色，结果当时好多人说要抵制神奇动物2，她当时压力也很大，遭受网友评论辱骂","0","train"
"没有衣着暴露的赛车女郎还会有观众吗","1","train"
"年纪轻轻就这么虚伪了。人品确实糟糕。居然还这么多粉来洗地。","0","train"
"这个问题在西方还有讨论的价值，然而天朝连枉都没得矫天朝网民就开始担心人家矫枉过正了_(:з」∠)_","0","train"
"真的是恶心他妈给恶心开门恶心到家了","1","train"
"求大家了解西峰高三女生跳楼事件，让她上头条","0","train"
"并不是，因为中国现在是大资本进入，演员机会要比日韩演员多得多，国内基本上不可能有谁能被封杀，当钱多到一定程度的时候，这种事真的会少不少，那个财团愿意看到自己花大钱请导演睡演员不好好拍戏，自己往床上爬的不算","1","train"
"这个就得问吸毒的人了。不过抽烟喝酒的人是为了什么呢？","0","train"
"这是一种偷换概念吧？如果那个人只是抨击阿萨里说他让人感到不适甚至恶心那OK，身为一个女生我完完全全接受但现在她是指控别人性骚扰，这就完全不同了。就如之前那个电台主持人说的她在毁了一场伟大的运动。毕竟这两者又着本质的不同","0","train"
"“人不能因为不了解和害怕，就动了杀心”——J.K.罗琳。","0","train"
"这不是法律问题吗 扯女权是引战吧 我吐了","0","train"
"我主页现在两边倒了 papi酱自己之前是草了人设吗","0","train"
"所以不要再说“性侵是个结构性问题”“男人的本性就是这样的”了！那是因为你们不作为！只要有改变的决心，总会有解决的方法！","0","train"
"而且她确实不是田园女权啊，可能她就是觉得第一条表达有问题吧，咱也不知道,嗯操作确实骚了点………不是这事儿都不知道男女矛盾啥时候这么严重了………这么多人跟打了鸡血一样去骂人家女孩,是官微扣了田园女权的帽子，那个女孩就是挑刺儿而已，她也不是真田园女权啊，看了眼她微博，下面都是些什么人啊，官微后续引战下场喷实在是难以理解,关键就在于官微后续一些列操作……简直惊讶","0","train"
"可参考，这个人还是有廉耻，后面说得很老实：“度过这么难以承受的时间里，我成为一个急着逃避、急着否定的卑鄙小人。感到丢脸又抱歉。”这把被揭露的一些心态表露的清楚。很多都想这样抵赖。这个人看到抵赖不了，就还是负责了。这不容易，比抵赖蒙混到底好得多。也让人感慨这种坦诚态度","0","train"
"由她们制定规则定义完美女性标准、开除不符合心意的女性的爹味女","1","train"
"后40年靠卖前30年全国人民辛苦积攒的家底，然后一部分人发家致富了","0","train"
"所以我看到激进的朋友一般也不说什么极端不极端了，就一句话：讲道理说人话好吗,<username>除了愚昧的同性，我还希望他们对没有选择权的女性善良一些。之前看到一个女性在评论里分享自己的不好的婚姻经历，马上就有人去说她上赶子当驴了，我都怀疑是不是男人来挑事","1","train"
"是的。受够了 消费主义下诞生的 女生节 女神节 女王节，又一个节日的意义化身为消费的节日。","0","train"
"哈哈哈，我都懒得和你们这种人对线了。。怎么滴，我觉得你这种人如果生了孩子就是和母鸡下蛋一样。。","0","train"
"许志安那个事，郑秀文选择原谅，虽然无奈我都觉得可以理解；而刘强东这样的，奶茶居然还不趁早离婚真是怎么想都想不通！","0","train"
"博主说的很客观很实际。有的东西真不是想当然的。美帝那么牛逼，还是很多匪夷所思的事情。","0","train"
"不婚骡子不就是不婚的为资本家打工的社畜嘛，非常符合我以后的状态，没什么侮辱我的","0","train"
"“我当然认为任何形式的强奸和强制性行为都应该被惩罚，但此事与这个无关。我们现在看到的是尚未正当审判就进行的疯狂的定罪行为，这让我作呕。人们被媒体摧毁，失去生命和事业，我们是回到中世纪了吗？”","0","train"
"就是因为随夫姓，也导致了随得不好听的表示不太可能在一起。","0","train"
"原来因为某些主张取关了侯女士，没想到最近也忍不住了","0","train"
"我母亲是个自私的人，因为在生育我的过程中承受了巨大的痛苦，所以自幼遭受虐打。但也因为她自私，从不认为女人不是人，所以我和我弟在物质待遇方面没有大差。所以有人性还是比只利男的完全丧失人性的奴化人格要强","1","train"
"某脱口秀主持人貌似说过这点事谁不知道，还当新闻爆。也确实，演艺圈没有潜规则叫什么演艺圈，这个事不新鲜，新鲜在女权以及社会的法制细节进步了","0","train"
"知乎真的恶臭，发表这样言论的竟然都没有被禁言，我发一句，你不是你妈生的，就被禁言，说我辱骂","0","train"
"不与暴力女权切割就是同流合污。//,有某些学院派女权不仅默许社会上的女权的语言暴力，甚至鼓励说“不给一点颜色看看，你不长记性！”这说明了女权者是鼓励暴力和颠覆社会体制的，并非意在良性改良社会。//","1","train"
"这事都不知道是什么事 一群人吃饱了没事干 一朋友来问我说要讨论 有什么好讨论的  闲得蛋疼！","0","train"
"她们仇恨男性又仇恨女性，为啥啊？是仇恨自己作为人来到这个世上么？所以想当搅屎棍？","1","train"
"这么厉害为啥只盯着职场啊？各行各业承担责任干活的没见几个女性耶，还是又干不了，又不想干，一有好处就挣着抢的多点","1","train"
"太恶心了，这些男的没有女儿么，不知道积点德么","1","train"
"啊？？？？我真的分不清你们的男女了，告辞告辞,然后这些“小宝宝”还分男女？拼起来还是个“爷”？爹味还不够明显吗？","1","train"
"长得帅就是霸道总裁范    长得丑就是猥琐性骚扰呗","1","train"
"真的很无语 有的人喜欢拼事业有的人喜欢安稳有的人喜欢家庭有的人喜欢独自生活 各过各的生活  女权是为了让女性拥有更多选择而不是为了让女性都必须拼事业且独立生活…","0","train"
"抛开刻板印象不说，这官博说话的态度我也是服了 当自己是上帝了吧","0","train"
"绝了，我在微博上反驳说彩礼low的人，被女拳和蛆同时围攻，我他妈惊了。","1","train"
"我觉得 你可以做自己 但是不要去和他们起冲突 或怎样。保护好自己第一重要。","0","train"
"你是不是你所谓的不行的中国男人养大的？是的话人家都“不行”了，你还吃人的拿人的用人的转过脸骂人家。有志气今天晚饭开始就不要吃人家的，要脸的话把以前的都还了。你行的。,是不是商用平台正在判断；你们也得举证人家盈利了呀，当然这是你们的事。我好奇的是大家行为一样，你们哪来的自信指责别人呢？还扯上中国男人不行，是什么脑回路才能联系到一起呢？","0","train"
"恁从哪看到的？什么叫正常女权？浪国有几个正常女权？正常女权早几年早被垃圾给挤下去了","1","train"
"人性的丑恶他毫不掩饰体现出来了，作为女性，有时候要学会保护自己。","0","train"
"嗯，原po提的这几个点我也是觉得看得很难受，但反过来想想是不是编剧故意这样写的呢？好像目前我们这个社会真的是这样？太多人并没有隐私权的意识，包括一些心理医生。","0","train"
"男生天天在那：鸡你太美 （我真的想说 你裆里算不算鸡还是一码事）,我身边的男的都是屌癌","1","train"
"“女人是被塑造的”这个观念显然也影响到了埃莲娜","0","train"
"亏你还是女性博主。 对这方面没有一点敏感性","0","train"
"写字楼大妈婚都还没结，啥时候冒出来个老公","0","train"
"年轻漂亮就是社会竞争力吗？晒晒你的2019纳税额，没有20万纳税额就是屌丝群体，连人权都不完整，要什么女权？,就你这素质和竞争力，空投到哪个国家也是低☹端☹人☹口啊，不招人待见的原因是低素质，不是因为你是女的,你说的这些困扰，是社会经济水平低，没到达共产主义的国家都有这些问题，不是仇视男人的利益。毕竟你收入也不到年度纳税20万，享受到的福利也有男人纳税的贡献。","1","train"
"我不觉得在美国现在如此政治正确的情况下，说前妻家暴自己是个好主意。。。德普单纯说婚外情多好，女的家暴男的这个事很容易引起女权人士的反击","0","train"
"我觉着现在微博上的女性主义风气比较奇怪 有许多人在讨论问题时参杂了太多主观个人因素（比如比较极端的家庭环境）性别是社会问题（教育就业以及个人安全之类的）的一部分吧 我认为既不能把责任一并推上去 也不可轻易地忽视 以及radical的一方容易被关注 这个群体的整体生态应该要比呈现出的复杂很多","0","train"
"这你就不懂了：网友不像法庭，要求严格的证据。所以好控制。","0","train"
"底层女性不工作，底层男性就吃不消了。各个角度看，为了自己，为了家庭，为了孩子，女性都要出去工作。","1","train"
"我家亨说的没错啊！厌恶 Metoo 这种女权运动，瞧瞧那些参加人的嘴脸，这运动根本早就变质了...","1","train"
"评论区很有看头，也许男性喜爱“合理的色情”和“创作自由”，但是你们特么问过被消费的女性了吗？","1","train"
"我家孩子纯母乳，一岁以后一日三餐+纯牛奶+母乳，没喝过奶粉","0","train"
"你比我想的要更深更多。我是一个特别容易怀疑自己的人，你坚定了我的观点，谢谢你","0","train"
"第一次被胁迫陪睡的时候为什么不去报案？这也算强奸了吧？","0","train"
"许多女权癌都是套着女权名头的性别歧视者","1","train"
"会不会是城市之光那样 犯了错的都要死？？？","0","train"
"是以前发过照片的那个妹妹吗？好漂亮的","0","train"
"人家霸道男主是喜欢女主才那样的啊 算不上性犯罪吧","0","train"
"二八定律，总会有人不幸福，男人不幸福快乐的多了 但大多也就自己喝喝酒 抽一晚上的烟。合着男人就该做基础 然后让女人在这个基础上幸福快乐 远离不公和横眼就不做田园女权了？欠女人的吗。思维方法就有问题，如果选择男人做基础 想幸福快乐远离尘世纷扰  那么代价女性也要想清楚。","1","train"
"我觉得荒木在她加入之前的风格很明显了（甚至说因为拍女性阴部还有外号，后面还被公司炒鱿鱼）在这种情况下做他的模特…🌚就算真的不知道，及时止损也是好的。","0","train"
"大学教授，对后辈和女学生那啥，被开除了，舆论啥的","0","train"
"强调女性主义本身就不是一种平权行为，但现在的强调是为了现在的不平等现象能够被注意，最后还是要回到平权层面来讲，女性自身污名化往往存在着我们生活的只言片语中，例如你在饭桌上大快朵颐，而你母亲告诉你女孩子不能这样吃饭。","1","train"
"新东方这些年没少赚中国人的钱，可一个校长竟然语出惊人，就这么点思想水平，可见其学校老师的思想素质之差！","1","train"
"在那些国家，好像男女确实平等一些，只不过生存环境简陋些，就不觉得多好了。","0","train"
"并且生育中女性付出了人身的代价，是否真的能通过婚姻来共享权利，让我很怀疑。总之和大宝说的女性有一票否决权也一样啦，只不过我觉得这个现象就很奇怪,总的来说我觉得谁付出代价，谁承担责任，谁享有权利，这样看的话，男性本身没有怀孕生子的功能，通过在婚姻中的责任换取生育权，但是事实上婚姻中男性和女性权责也是失衡的。所以结论，在我国婚姻制度现状下，男性谈生育权，其实很苍白，因为女性的生育成果并没有被保护。","1","train"
"真的，这就是一波吸血反杀，现在提女权大部分人都是不好的印象了，烦","0","train"
"到目前为止我已经看到多种“田园女权”了，有的说“田园女权”只要权利不要义务，有的说她们极端什么都要管，有的说她们挑起两性对立。那么问题来了：“田园女权”到底是什么？“女权”的定义又是什么？","0","train"
"可以先跑，跑了再说。如果她爸找上来，让他去法院告，判多少赔多少，一般判得都很少的每个月几百一千这样子，何况像她爸这样大概率根本不会去法院告，告了也不一定会赢【","0","train"
"之前常看几个离婚律师，确实会有一种男人没有好东西的心态。偶然看到你的转发，大概就是 你经常看这些离婚的东西，等你在婚姻中遇到事了，也会自我不思考的主张离婚，大概这个意思。让我一下子有了思考","0","train"
"感觉她的人生是太顺风顺水了所以最近做的事才会那么欠考虑","0","train"
"骗不懂女人了就骂就打压，掌握不住特权了就跳脚真是滑稽。屌癌真是用屌思考，智商捉急","1","train"
"这叫激进吗？都不以推翻现有社会结构反而维护的叫什么激进啊","1","train"
"垃圾渣浪，趋炎附势的货色 那些🐶原地爆炸，因果轮回","1","train"
"如果你还是觉得我张口闭口女权我也没话说了，毕竟每个人理解能力有限。只是你上来就想扣我虎扑恶臭男的帽子确实冒犯到我了,虎扑也是煞笔聚集地，一群恶臭弱智搞低俗的东西。我不知道你想yygq什么，但极端女权和极端男权都不可取","1","train"
"所谓的“反转”也无法掩盖鲍的罪行、父母的失职、办案机构的漠视！！做个人好吗","0","train"
"中国女性权利都大到什么样了？还想咋样啊？生孩子都得随女方姓，这就极端了。","1","train"
"他得了中国妇女儿童慈善奖...他可不是口嗨","0","train"
"极端女权是不结婚的😂 这种女人是极端女权讨厌的驴","1","train"
"刚开始我真的会生气诶 现在是越说我女权我越开心 就是要重拳拳死这些屌子","1","train"
"你忘了传教士教授清朝皇帝数学、天文和立法，教会在中国设立大学和医院。","0","train"
"朋友圈很多女性一会发没人疼没人爱女生要自强，一会又发谁请吃个早饭。","1","train"
"是的 目前社会最苦最累的行业百分之90都是男人做 建筑行业 服务行业 以及什么警察火警那些","0","train"
"所以有些明星和粉丝就不要玻璃心 如果明星自己受不了就退圈 退不了就要承受 成年人哪来的轻松","0","train"
"在蛆里流传最广的应该就是中国女权收了沙特的钱……","1","train"
"看到飞天日记本打出“婚驴”那一刻，我就知道她只是个打着女权旗号的压迫者。我是自由主义女权，我与微博这群自称“女权”没文化没共情能力的疯逼（她们连女权的概念都不知道）割席。","1","train"
"付出少了，不能争取继承权，或是没有理由，付出多了和男方会产生矛盾","1","train"
"难道你认为好字中的子部件代表男姓之义？ 你他娘才是个大男子主义者 ！你自己该喷你自己！,所以字面哪有一男一女之义呢 你快告诉我这个智障吧,再说 一女我可以理解 哪里有一男之义呢 你从哪里看出来的 你怕是要把许慎气活了,哈哈哈怎么不正面回答 ？这样吧 我就问一个问题测验你 按许慎的说法好这个字怎么解？,你怕是不知道 上古作为平民的男人都没有姓 别说女人了 成天吧吧吧的","1","train"
"而且女权流派这么多，理论这么多，根本没有统一标准","0","train"
"没有人告他，但很多人爆料，他声誉已经毁了，如果他真的青白，他可以告那些诽谤，但他没有，显然心虚，坐实了。","0","train"
"最可笑的是有人说：我们没有在现实生活做出行动，难道就不能够在网络上做出行动了吗；）这样的发言我只觉得“正义”得可笑","0","train"
"这秃子为啥操心我们普通女性白活一世的事儿！我自己就愿意白活一世干他屁事！","1","train"
"我爸自己会想生孩子，但是他觉得这是每个人自己的想法，他和我说不结婚就不结婚，家里又不是缺我这一口吃的，不结婚他还是养着我，别人多管闲事都是在放屁","0","train"
"反正解释一下这几个概念吧，并非只有基进女权反婚，但也的确有几个派系是不反婚的","0","train"
"前任的漂亮更清纯甜美 一看就是正经人 现在这位一看就很肉的感觉","0","train"
"这也就是赶着黑天，东北白天大街上男的碰一下女的，一会功夫男的能被人围着揍,所以东北被黑了这么多，反而这件事上还是东北好，在东北女孩反而是被宠的。可以参见知乎","0","train"
"就说那个学校招考比例的事，如果确实有规定女性招考多少百分比，这个会对女生报考的积极性产生影响吗？  如果没有，那么拿这个说事没有多少意义。 当然反过来，也可以说，也没必要做这种硬性的规定。","0","train"
"天哪我真的好心疼这个老头子，不知道那些艾梅伯的粉丝看了这些有何感想，谁家暴谁？明白了吗！！！","0","train"
"好好吃着新时代大米 去做封建地主的春秋大梦吧 毒人～","1","train"
"而且我记得上次神奇女侠都被某女权组织喷了，说是胸太大。。","1","train"
"真实的哭了，那段时间真的一点都不能说艾女士丁点，说一句被粉丝追着骂祖宗十八代。","0","train"
"：人们会用脚、用子宫投票的，社会环境不利于做什么那就不做什么。如果说为了千秋万代好，那要不要先保护地球环境消灭一半地球人口啊？","1","train"
"“历史债务”就是那些没法活好现在的人最喜欢的话题，这是脱离现实的最佳发泄手段之一。但“历史债务”这个东西往往是双标的，例如我们从来不会提及成吉思汗在欧洲的强奸和谋杀，也不会提起母系社会里那些女神的黑暗面。（仅回答原po，请陌生人别回复这层，谢谢）","0","train"
"换个思路 如果她身边的女生都她这种 那女生之间都是敌对的","0","train"
"不是吧，颁奖前金德比所有专家一致预测的是Gaga，前哨也几乎都给的是Gaga吧。","0","train"
"题目是""个人认知盘点“。马列吗？我觉得只沾了些历史唯物论吧。我没读过”女性主义“的书，也不知道几大流派。实质上，我觉得”女性主义“就是伪命题，跟”儿童主义“，”好政府主义“一样毫无意义。,很好的回答。但抽象概念运行的基础还是大量的具象存在。给特例建立抽象概念即无法正确，也在成本上不可行之吧？","0","train"
"所以当出现了非常态化的女权言论，就要被冠上“极端”两个字，因为这样就可以“名正言顺”的对其进行辱骂打压","1","train"
"有一说一，确实，她们垃圾分类一直可以的","0","train"
"因为男性压力大所以男的地位比女的低？那总理主席也肯定压力大呢，他们是不是地位比捧着铁饭碗朝九晚五的地方公务员地位低","1","train"
"马蓉生了两个孩子啊，女人生孩子可是鬼门关走一遭，这些付出为什么不被认同？说孩子不是王宝强的，儿子不好说至少女儿绝对是啊长得一模一样","0","train"
"我就想问问这个人，在没有社交媒体之前，在无数的左邻右舍之间，那些曾经发生过的莫须有的猜测和栽赃毁掉了多少人的生活和生命？社交媒体需要更进一步的管控而不是被评价为恐怖！","0","train"
"真是好笑！在一起不就凭一种感觉吗？！感觉就不对为何硬要凑一对！真搞不懂她们在想什么？！","0","train"
"谁知道是不是真的仇恨？背后的动机谁知道呢？我的诉求很简单，要有大家一起有，没有就一起没有。凭什么他们能结，我不能？要说婚姻不好，行吧大家都别","0","train"
"婚姻制度应该是男女的契约，而不是一场所有权的变更,越没本事的男人越觉得自己是一家之主。","1","train"
"是的 这是整个社会的问题 在这个角度上来说每个人都是凶手","0","train"
"另外，今天对最近很常见的舆论审判有更深的认识了。我不认为舆论审判有对错，只是作出审判的时候要考虑不同的利益体会为此受到什么样的影响罢了。关于有人说网民无权审判🧐既然是公共事务公共讨论，也不会真的给你判刑，公民何尝无权？","0","train"
"如果他此生只能天天搬砖，她此生被骂2胎还生不出男婴。这样的群体心里清楚这辈子就这样了","1","train"
"我觉得楼主的意思是说，这个事情可能不是单纯的自杀事件，事情真相可能不是表面这样","0","train"
"女权权益都危如累卵，何况是代孕，简直是如临深渊如履薄冰，万一合法化了，全完球了，还不是生死关头？那什么才是生死关头？","1","train"
"就是矫枉过正了，这样导致真正想为自己发声的受害者也收到影响，等到人群榨干了利益冷静下来，这些受害者又要收到更多的猜忌怀疑乃至羞辱。 绝对的善和道德比绝对的恶更可怕。","0","train"
"别说眼光高吧。不知道你是男的女的，找个对象，过去你要一起负担对方父母几十万的医疗费账单，你有这个能力吗？有这个意愿吗？如果是赚钱能力一般的，一辈子没有生活质量可言。","0","train"
"不寻求超人的途径，却被奴役于社会，不反抗，却将这种奴役称之为奋斗、这或许就是最开始的原罪吧.","0","train"
"一家人还有几样心呢。女权和女性本就就等同。女权内部也有不同的观点和流派。分清是敌是友即可。,团结女权，拉拢泛平权，鄙视妻权，抗击男权和一切打着女权幌子的“真女权”“平权”“温和平权”“温和男权”。","1","train"
"一来自由也不是绝对的！无忧无虑也不是绝对的！那两个人也有两个人的好！","0","train"
"某些地方，我不是指所有，谁有传姓氏的可能就把家产分给谁，所以在默认随父姓的前提下祖祖辈辈都在拼命生儿子，因为女儿不能分家产。偶尔冒出个女的生个娃随自己姓，娘家立刻重新分财产把她划入分配范围。另外夫妻同姓这事确实不少见，一般人那就没所谓了，极少数地区还要讲究孩子入谁的家谱……","0","train"
"那只是一个举例，我们说的是那些难以界定的区域。。矫枉过正的区域。。。你知道矫枉过正是什么意思么？？,你也知道不能量化为指标的啊！但是现在的情况是有人要量化成指标。,男女之间只有情侣和野兽么？？就没有中间值了？？就没有普通朋友？？就没有友达以上，恋人未满的？？这些人怎么界定？？,这里的话题一直都是说那种难以界定的，难以界定的。。难道陌生人见面就脱裤子在你眼里也算难以界定？？,到底谁抬杠？我们一直说的是难以界定的，你非要扯上来就脱裤子的那种。。难道色盲都是分不清黑色和白色的么？？脸盲就是分不清凤姐和刘亦菲哪个好看的么？不会照顾自己就是张口吃饭都不会的么？？,一般的男女之间开一点无伤大雅的污段子是很正常的，但是你能说这是性骚扰么？？,你也见过成功的和被甩巴掌的，可是他们的行动都是一样的，该不该都定义为性骚扰？？？他们说的无法界定就是这个意思。。没有哪个人鼓励性骚扰,你们谈恋爱的时候，每次亲热还得男的说我要牵手了，女的说好然后才牵手么？男的再说要亲亲，女的又说同意才能下一步么？？,你知道他们说的矫枉过正是什么意思么？？她说那些人已经走极端了。不赞成这些走极端的我们就非得走另一个极端么？？？,而且，男女在一起，介乎朋友和情侣之间的时候，突然男的就告白把女的一把抱住的事情见过么？要不要也去告性骚扰？？","1","train"
"阿这  怎么跟很多婚姻公主的形象那么像……你业务不过关噢  希望组织吸纳我，我来告诉你女权是什么样的，然后你们再骂","0","train"
"我一直没搞懂，孩子跟爸跟妈姓有任何区别吗，不都一样吗人家爱跟哪一方跟哪一方爱姓啥姓啥，你是啥家族非得那么重要，老九门啊","1","train"
"真的绝了，前任也是这样，不主动解决问题，我找他解决问题分析讨论，他说他不喜欢这样的沟通，又不提供方案，然后我很委屈的时候给他发比较长的文字说明，他说太长了受不了。","0","train"
"你要这么抬杠的理解我没办法。但是你说到国内明星睡别人，但那也是他和路人你情我愿的睡。,这都能扯到中国？？？我国明星好像没有像这位去骚扰女学生吧。","0","train"
"热情这个东西毕竟很脆弱 被忽略几次以后就再也提不起来了  我也不会再找你  你找我我也会理  但再也不是无话不谈","0","train"
"回复被微博吞了…其实光是前面没什么太大问题，后面完全不客观在用私人号的语气还说脏话，对于工作来说实在是很不认真的行为…","0","train"
"我倒是可以理解在papi酱面前失控的女权主义者，这有关于恐惧，即使她们是疯狂的，不可取的，但终究错不在她们，是这个男权世界的错误，带给我们恐惧，疯狂，失控，看到的谦让女性是男性优越感，我们渴望平等，却只得到蝇头小利，精神，身体，全被支配。","1","train"
"“人类谁不是女子所生？女子的生育，乃人类所赖以不绝的要素。男子竟忘此绝大恩惠，反因区区经济关系，妄自尸德加以压迫，真所谓恩将仇报了。在一面言，生育这个事件，是一个极苦痛事件。“产难”两个字，凡是女子，谁都听着惊心。”教员的话送给这个互搏怪","1","train"
"女拳上头收钱带节奏 傻球下边跟风乱出拳  横批拳法无章","1","train"
"无嫌疑的意思是无证据，不代表他做了，当然也不代表他没做，只是从法律的角度上他没有了嫌疑。可是话又说回来，那么多年前的事想有证据也很难吧","0","train"
"明显连讨论的权利都没有，也就是没有说不得权利，不分手等着过年吗","0","train"
"姐姐莫生气莫生气(*｀･з･)ﾑｯ,还有很多gay支持代孕合法呢 真就压迫女性的行为从未停止过","1","train"
"真的很脑瘫，要不是母系社会样本不足我都快咬定父权社会盛产爹养的脑瘫了","1","train"
"为了达到更好的艺术效果，一些特殊的大尺度场面必不可少，但是若不限制尺度和私人最大接受的界限对对手女演员伤害很大，这个真的棒","0","train"
"它们这不是挺懂的嘛 自己怎么不转身看看呢 天天用鞭子逼着女的做奴来维持这个父系社会 忘了自己也不过是父系社会里的吊奴而已 一群自己不反抗 还要嘲讽压迫反抗者的贱奴而已","1","train"
